Record_Name,Field Business Name,"Field
Length","Starting
Position","Required/ Optional
",Description
2020,Weight Qualifier,X(2),150,O,Weight Qualifier ‘G’
2020,Unit Code,X(1),152,O,Unit of Measure ‘L’
2020,UPC Cod 2,X(12),153,O,Second UPC Code
2020,Product Qualifier,X(2),165,O,Qualifier ‘PD’
2020,Inventory Level,X(48),167,O,Inventory Level 3
2020,Line Change Reason Code,X(2),215,O,Not Used
2020,Warehouse Detail Adjustment Identifier,X(1),217,O,Not Used
2020,Product Qualifier,X(2),218,O,Qualifier ‘ZZ’
2020,Inventory Level,X(48),220,O,Inventory Level 4
2020,Reason Code,X(4),268,O,Reason Code
2020,OPID,X(40),272,O,Outbound Pallet ID
2020,Ordered Quantity and UOM,X(20),312,O,Ordered Quantity in Highest SKU  
2020,Shipped Quantity and UOM,X(20),332,O,Shipped Quantity in Highest SKU  
2024,Record Type,X(4),1,R,"Record Type
2024"
2024,Name,X(20),5,O,Inventory Attribute Name
2024,Value,X(40),25,O,Inventory Attribute Value
2025,Record Type,X(4),1,R,"Record Type
2025"
2025,Carton ID,X(40),5,O,Carton ID
2025,Tracking Number,X(40),45,O,Tracking Number
2025,UCC128,X(40),85,O,UCC128 Number
2025,Quantity,X(10),125,O,Carton Quantity
2030,Record Type,X(4),1,R,"Record Type
2030"
2030,Description 1,X(45),5,O,Item Description
2030,Description 2,X(40),50,O,Inventory Level 2 Description
2030,Description 3,X(40),90,O,Inventory Level 3 Description
2030,Description 4,X(40),130,O,Inventory Level 4 Description
2030,Item Description 2,X(60),170,O,Item Description 2
2040,Record Type,X(4),1,R,"Record Type
2040"
2040,Qualifier,X(3),5,O,"Reference Qualifier
‘LI’"
2040,Reference ID,X(30),8,O,Customer Line Reference Number
2040,Reference Description,X(45),38,O,Not Used
3010,Record Type,X(4),1,R,"Record Type 
3010"
3010,Number of Units Shipped  ,R(12),5,R,Number of Units Shipped  
3010,Total Weight,R(12),17,R,Total Weight
3010,Unit of Measurement Code,X(2),29,R,Unit of Measurement Code
END,END,X(3),1,R,END
